STYLE,DESC,CATEGORY,LOT,QOH_CASES,UPC_SKU_2,PRICE_CS,PRICE_UNIT,SIZE
RH41-1127,"72"""" Pine Garland with Poinset",Pre-Deco Pine Theme,C12,60,840364211274,10.00,1.00,
RH41-1127-D,"72"""" Pine Garland with Poinset",Pre-Deco Pine Theme,C12,0,840364211274,10.00,1.00,
RH41-1128,"24"""" Teardrop Wreath with Poin",Pre-Deco Pine Theme,C24,72,840364211281,10.00,1.00,
RH41-1128-D,"24"""" Teardrop Wreath with Poin",Pre-Deco Pine Theme,C24,0,840364211281,10.00,1.00,
SB05049,LARGE BERRY CLUSTER,Gemex Program,C48,192,846312050490,10.00,1.00,
SB05050,SMALL BERRY CLUSTER,Gemex Program,C48,0,846312050506,10.00,1.00,
SB05584,BERRY WREATH,Gemex Program,C8,32,846312055846,10.00,1.00,
SB05585,BERRY VALANCE,Gemex Program,C12,72,846312055853,10.00,1.00,
SB05586,BERRY GARLAND,Gemex Program,C12,60,846312055860,10.00,1.00,
SB05587,30in BERRY SPRAY,Gemex Program,C48,1008,846312055877,10.00,1.00,
SB05810,26in BERRY P/C POINSETTA,Gemex Program,C48,48,846312058106,10.00,1.00,
SB05811,17in 3 POINSETTA W BERRY,Gemex Program,C48,240,846312058113,10.00,1.00,
SB05812,27in PICK LEAVE W/SNOW & 6 PN/,Gemex Program,C48,144,846312058120,10.00,1.00,
SB05812-D,27in PICK LEAVE W/SNOW & 6 PN/,Gemex Program,C48,0,846312058120,10.00,1.00,
SB05813,27in 10 PN/CONES PICK,Gemex Program,C24,48,846312058137,10.00,1.00,
SB05814,13in BERRY W/2 PN/CONES PICK,Gemex Program,C48,0,846312058144,10.00,1.00,
SB05815,11in BERRY W/PN/CONE AND LEAVE,Gemex Program,C48,48,846312058151,10.00,1.00,
SB05816,27in 5 BRANCHES BERRY W/ LEAVE,Gemex Program,C48,48,846312058168,10.00,1.00,
SB05817,28in GLITTER CLUSTER LG GLD,Gemex Program,C48,144,846312058175,10.00,1.00,
SB05818,28in GLITTER CLUSTER LG SLV,Gemex Program,C48,96,846312058182,10.00,1.00,
SB05819,28in GLITTER CLUSTER LG WHT,Gemex Program,C48,96,846312058199,10.00,1.00,
SB05820,28in GLITTER CLUSTER LG RGLD,Gemex Program,C48,96,846312058205,10.00,1.00,
SB05821,28in GLITTER CLUSTER LG RED,Gemex Program,C48,48,846312058212,10.00,1.00,
SB05822,28in GLITTER CLUSTER SML GLD,Inactive,C48,0,846312058229,10.00,1.00,
SB05823,28in GLITTER CLUSTER SML SLV,Inactive,C48,0,846312058236,10.00,1.00,
SB05824,28in GLITTER CLUSTER SML WHT,Inactive,C48,0,846312058243,10.00,1.00,
SB05825,28in GLITTER CLUSTER SML RGLD,Inactive,C48,0,846312058250,10.00,1.00,
SB05826,28in GLITTER CLUSTER SML RED,Inactive,C48,0,846312058267,10.00,1.00,
SB05842,5in PINE CONE AND BERRY WREATH,Gemex Program,C48,48,846312058427,10.00,1.00,
SB05843,4.5FT GARLAND PN/CONES POINTSE,Inactive,C6,0,846312058434,10.00,1.00,
SB05846,"33"""" CLUSTER BERRY W/2 PNCONES",Gemex Program,C48,192,846312058465,10.00,1.00,
SB06138,"17"""" XMAS BERRY SPRAY WHT",Gemex Program,C48,0,846312061380,10.00,1.00,
SB06139,"17"""" XMAS BERRY SPRAY WHT",Gemex Program,C48,48,846312061397,10.00,1.00,
SB06141,"24"""" XMAS BERRY SPRAY RED",Gemex Program,C48,48,846312061410,10.00,1.00,
SB06145,"31"""" XMAS BERRY SPRAY RED",Gemex Program,C48,48,846312061458,10.00,1.00,
SB06162,"34"""" XMAS BERRY SPRAY 15SETS",Gemex Program,C48,1344,846312061625,10.00,1.00,
SB06163,"27.5"""" XMAS BERRY SPRAY RED",Gemex Program,C48,48,846312061632,10.00,1.00,
SB06163-D,"27.5"""" XMAS BERRY SPRAY RED",Gemex Program,C48,0,846312061632,10.00,1.00,
SB06164,"27.5"""" XMAS BERRY SPRAY WHT",Inactive,C48,0,846312061649,10.00,1.00,
SB06165,"20"""" XMAS SPRAY W/PNCONE",Gemex Program,C48,0,846312061656,10.00,1.00,
SB06170,"20"""" XMAS WREATH ON PINE CONE",Inactive,C48,0,846312061700,10.00,1.00,
SB06171,"28"""" XMAS BERRY W/PNCONE",Inactive,C48,0,846312061717,10.00,1.00,
SB06231,"19"""" Single Branch Chrysanthem",Gemex Program,C48,2640,846312062318,10.00,1.00,
SB06235,"14"""" 12Heads Holding Rose Buds",Inactive,C24,0,846312062356,10.00,1.00,
SB06242,"14"""" 5 Heads Tulips Yellow/Whi",Gemex Program,C36,864,846312062424,10.00,1.00,
SB06244,140cm Wisteria Hanging,Inactive,C12,0,846312062448,10.00,1.00,
SB06499,XMAS BERRY GARLAND,Inactive,C48,0,846312064992,10.00,1.00,
SB06502,XMAS BERRYGREEN SPRAY,Inactive,C48,0,846312065029,10.00,1.00,
SB06503,XMAS BERRYGREEN SPRAY,Inactive,C48,0,846312065036,10.00,1.00,
SB06504,XMAS BERRYGREEN SPRAY,Inactive,C48,0,846312065043,10.00,1.00,
SB06508,BERRY SPRAY,Inactive,C48,0,846312065081,10.00,1.00,
SB06509,BERRY SPRAY,Inactive,C48,0,846312065098,10.00,1.00,
SB06510,BERRY SPRAY,Inactive,C48,0,846312065104,10.00,1.00,
SB06511,XMAS BERRY GREEN SPRAY RED,Inactive,C48,0,846312065111,10.00,1.00,
SB06512,XMAS BERRY GREEN SPRAY WHT,Inactive,C48,0,846312065128,10.00,1.00,
SB06513,XMAS BERRY GREEN SPRAY GLD,Inactive,C48,0,846312065135,10.00,1.00,
SB06514,XMAS POINSETTIA BUSH,Inactive,C48,0,846312065142,10.00,1.00,
SB06515,XMAS SPRAY W/RED BALL,Inactive,C48,0,846312065159,10.00,1.00,
SB06517,GRAPE CLUSTER 3 ASST,Inactive,C48,0,846312065173,10.00,1.00,
SB06518,XMAS BERRY SPRAY WHITE,Inactive,C48,0,846312065180,10.00,1.00,
SB06519,XMAS LEAVES SPRAY,Inactive,C48,0,846312065197,10.00,1.00,
SB06520,XMAS LEAVES SPRAY,Inactive,C48,0,846312065203,10.00,1.00,
SB06521,XMAS LEAVES SPRAY,Inactive,C48,0,846312065210,10.00,1.00,
SG-2001,"40"" Cherry Blossom Spray with",Gemex Program,C36,3600,840364220016,10.00,1.00,
SG-2002,"40"" Cherry Blossom Spray with",Gemex Program,C36,2700,840364220023,10.00,1.00,
SG-2003,"40"" Cherry Blossom Spray with",Gemex Program,C36,1584,840364220030,10.00,1.00,
SG-2004,"20"" 9 Flower Peony Bush PNK/CR",Gemex Program,C24,2400,840364220047,10.00,1.00,
SG-2005,50CM ARTIFICIAL POLYESTER SUNF,Gemex Program,C24,1704,840364220054,10.00,1.00,
SG-2006,50CM ARTIFICIAL POLYESTER SUNF,Gemex Program,C24,1632,840364220061,10.00,1.00,
SG-2007,"18"" 4 Stem Hydrangea Bundle Wh",Gemex Program,C12,840,840364220078,10.00,1.00,
SG-2008,"18"" 4 Stem Hydrangea Bundle Pi",Gemex Program,C12,600,840364220085,10.00,1.00,
SG-2009,"18"" 4 Stem Hydrangea Bundle Bl",Gemex Program,C12,360,840364220092,10.00,1.00,
SG-2010,"18"" 4 Stem Hydrangea Bundle Fr",Gemex Program,C12,360,840364220108,10.00,1.00,
SG-2011,"18"" 4 Stem Hydrangea Bundle Cr",Gemex Program,C12,840,840364220115,10.00,1.00,
SG-2012,"18"" 4 Stem Hydrangea Bundle Du",Gemex Program,C12,600,840364220122,10.00,1.00,
SG-2013,"18"" 4 Stem Hydrangea Bundle Br",Gemex Program,C12,720,840364220139,10.00,1.00,
SG-2014,"17"" 5 Head Dahlia Bush Pink",Gemex Program,C24,792,840364220146,10.00,1.00,
SG-2015,"17"" 5 Head Dahlia Bush Red",Gemex Program,C24,288,840364220153,10.00,1.00,
SG-2016,"17"" 5 Head Dahlia Bush White",Gemex Program,C24,888,840364220160,10.00,1.00,
SG-2017,"17"" 5 Head Dahlia Bush Blue",Gemex Program,C24,816,840364220177,10.00,1.00,
SG-2018,"19"" 6 Head Real Touch Hydrange",Gemex Program,C24,1200,840364220184,10.00,1.00,
SG-2019,"19"" 6 Head Real Touch Hydrange",Gemex Program,C24,720,840364220191,10.00,1.00,
SG-2020,"54"" 204 Flower Wisteria White",Gemex Program,C24,1800,840364220207,10.00,1.00,
SG-2021,"54"" 204 Flower Wisteria Pink/B",Gemex Program,C24,1800,840364220214,10.00,1.00,
SG-2022,"42"" 40 Petal Delphinium White",Gemex Program,C24,1128,840364220221,10.00,1.00,
SG-2023,"42"" 40 Petal Delphinium Red/Pi",Gemex Program,C24,792,840364220238,10.00,1.00,
SG-2024,4FT Real Touch Banana Tree wit,Gemex Program,C2,68,840364220245,10.00,1.00,
SG-2025,4FT Artificial Lemon Tree with,Gemex Program,C2,58,840364220252,10.00,1.00,
SG-2026,6FT Artificial Lemon Tree with,Gemex Program,C2,60,840364220269,10.00,1.00,
SG-2027,4FT Artificial Real Touch Appl,Gemex Program,C2,56,840364220276,10.00,1.00,
SG-2028,4FT Artificial Real Touch Oran,Gemex Program,C2,56,840364220283,10.00,1.00,
SG-2029,6FT White Artificial Cherry Bl,Gemex Program,C2,80,840364220290,10.00,1.00,
SG-2030,6FT Pink Artificial Cherry Blo,Gemex Program,C2,80,840364220306,10.00,1.00,
SG-2031,4FT Real Touch Calathea Zebra,Gemex Program,C2,56,840364220313,10.00,1.00,
SG-2032,5FT Real Touch Areca Palm with,Gemex Program,C2,58,840364220320,10.00,1.00,
SG-2033,5FT White Azalea Tree with 270,Gemex Program,C2,60,840364220337,10.00,1.00,
SG-2034,5FT Pink Azalea Tree with 270,Gemex Program,C2,60,840364220344,10.00,1.00,
SG-2035,4.5FT White Dogwood Tree in Wh,Gemex Program,C2,60,840364220351,10.00,1.00,
SG-2036,6FT Real Touch Areca Palm with,Gemex Program,C2,60,840364220368,10.00,1.00,
SG-2037,5FT White Real Touch Hydrangea,Gemex Program,C2,50,840364220375,10.00,1.00,
SG-2038,5FT Light Lavender Real Touch,Gemex Program,C2,50,840364220382,10.00,1.00,
SG-2039,6FT Ravenala with 13 Leaves in,Gemex Program,C2,60,840364220399,10.00,1.00,
SG-2040,6FT Real Touch Green Dracaena,Gemex Program,C2,26,840364220405,10.00,1.00,
SG-2041,6FT Real Touch Bronze Dracaena,Gemex Program,C2,28,840364220412,10.00,1.00,
SG-2042,5.5FT Real Touch Green Monster,Gemex Program,C2,56,840364220429,10.00,1.00,
SG-2043,6.5FT Real Touch Green Bird of,Gemex Program,C2,60,840364220436,10.00,1.00,
SG-2049,5 ft. Pink Azalea Tree with 27,Gemex Program,C1,0,8.40E+11,10.00,1.00,
SG-2050,"7"""" Ceramic Butterfly Eucalypt",Potted Flowers,C12,0,8.40E+11,10.00,1.00,
SG-2051,"9"""" Orange Tulip Grass with Pl",Potted Flowers,C12,0,8.40E+11,10.00,1.00,
SG-2052,"12"""" Assorted Hydrangea Arrang",Potted Flowers,C4,0,8.40E+11,10.00,1.00,
SG-2053,"8"""" Assorted Mini Garden Bloom",Potted Flowers,C12,0,8.40E+11,10.00,1.00,
SG-2054,6FT White Floral Greenery Garl,Floral Garland,C24,0,8.40E+11,10.00,1.00,
SG-2055,6FT Faux Boxwood Greenery Garl,Floral Garland,C24,0,8.40E+11,10.00,1.00,
SG-2056,6FT Lavender Floral Garland,Floral Garland,C24,0,8.40E+11,10.00,1.00,
SG-2057,"28"""" Single White Chrysanthemu",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2058,"28"""" Single Pink Chrysanthemum",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2059,"28"""" Single Yellow Chrysanthem",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2060,"28"""" Single Green Chrysanthemu",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2061,"28"""" Single Dark Red Chrysanth",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2062,"28"""" Single Fucia Chrysanthemu",Single-Stem Flowers,C24,0,8.40E+11,10.00,1.00,
SG-2063,"18"""" Bloomed White Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2064,"18"""" Bloomed Peach Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2065,"18"""" Bloomed Red Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2066,"18"""" Bloomed Blue Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2067,"18"""" Bloomed Blush Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2068,"18"""" Bloomed Pink Peony Bush",Flower Bushes,C24,0,8.40E+11,10.00,1.00,
SG-2069,"18"""" 13 Head White Peony Bush",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2070,"18"""" 13 Head White and Pink Pe",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2071,"18"""" 13 Head Red Peony Bush wi",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2072,"18"""" 13 Head Blush Peony Bush",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2073,"18"""" 13 Head Cream Peony Bush",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2074,"18"""" 13 Head Green Peony Bush",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2075,"18"""" 13 Head Royal Blue Peony",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2076,"18"""" 13 Head Baby Blue Peony B",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2077,"18"""" 13 Head Ivory Peony Bush",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2078,"18"""" 13 Head Baby Pink Peony B",Flower Bushes,C12,0,8.40E+11,10.00,1.00,
SG-2079,"33"""" Real Touch Monstera Leaf",Greenery Stems,C36,0,8.40E+11,10.00,1.00,
SG-2080,"26"""" 4 Head Real Touch Red Cal",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2081,"26"""" 4 Head Real Touch Sunburs",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2082,"26"""" 4 Head Real Touch Purple",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2083,"26"""" 4 Head Real Touch Blue Ca",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2084,"26"""" 4 Head Real Touch White C",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2085,"41"""" 9 Head Real Touch White O",Single Orchid Stem,C24,0,8.40E+11,10.00,1.00,
SG-2086,"41"""" 9 Head Real Touch Purple",Single Orchid Stem,C24,0,8.40E+11,10.00,1.00,
SG-2087,"41"""" 9 Head Real Touch Magenta",Single Orchid Stem,C24,0,8.40E+11,10.00,1.00,
SG-2088,"55"""" 13 Head Real Touch White",Single Orchid Stem,C24,0,8.40E+11,10.00,1.00,
SG-2089,"55"""" 13 Head Real Touch Magent",Single Orchid Stem,C24,0,8.40E+11,10.00,1.00,
SG-2090,"39"""" 3 Bundle White Cherry Blo",Flower Bundles,C36,0,8.40E+11,10.00,1.00,
SG-2091,"39"""" 3 Bundle Fucia Cherry Blo",Flower Bundles,C36,0,8.40E+11,10.00,1.00,
SG-2092,"39"""" 3 Bundle Light Pink Cherr",Flower Bundles,C36,0,8.40E+11,10.00,1.00,
SG-2093,"47"""" Ficus Leaf Branch with 25",Greenery Stems,C24,0,8.40E+11,10.00,1.00,
SG-2094,"22"""" 6 Head White Tulip Bundle",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2095,"22"""" 6 Head Sunburst Tulip Bun",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2096,"22"""" 6 Head Red Tulip Bundle",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2097,"22"""" 6 Head Blush Tulip Bundle",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2098,"22"""" 6 Head Blue Tulip Bundle",Flower Bundles,C24,0,8.40E+11,10.00,1.00,
SG-2099,"47"""" 3 STEM WHITE DELPHINIUM B",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2100,"47"""" 3 STEM PINK DELPHINIUM BU",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2101,"47"""" 3 STEM BLUE DELPHINIUM BU",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2102,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2102-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2103,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2103-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2104,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2104-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2105,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2105-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C4,0,8.40E+11,10.00,1.00,
SG-2106,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2106-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2107,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2107-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2108,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2108-P,"24"""" 9 HEAD CHRYSANTHEMUM 3 PI",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2109,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2109-P,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2110,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2110-P,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2111,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2111-P,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2112,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2112-P,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2113,"16"""" 18 FLOWERS ROSE WHITE",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2113-P,"16"""" 18 FLOWERS ROSE WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2114,"16"""" 18 FLOWERS ROSE PINK",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2114-P,"16"""" 18 FLOWERS ROSE PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2115,"16"""" 18 FLOWERS ROSE RED",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2115-P,"16"""" 18 FLOWERS ROSE RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2116,"18"""" 9 FLOWERS PEONY PNK/BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2116-P,"18"""" 9 FLOWERS PEONY PNK/BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2117,"18"""" 9 FLOWERS PEONY CRM/BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2117-P,"18"""" 9 FLOWERS PEONY CRM/BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2118,"18"""" 9 FLOWERS PEONY WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2118-P,"18"""" 9 FLOWERS PEONY WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2119,"18"""" 36 FLOWERS CAMELLIA WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2119-P,"18"""" 36 FLOWERS CAMELLIA WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2120,"18"""" 36 FLOWERS CAMELLIA PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2120-P,"18"""" 36 FLOWERS CAMELLIA PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2121,"18"""" 36 FLOWERS CAMELLIA BABY",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2121-P,"18"""" 36 FLOWERS CAMELLIA BABY",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2122,"21"""" 14 FLOWERS DAHLIA WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2122-P,"21"""" 14 FLOWERS DAHLIA WHITE",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2123,"21"""" 14 FLOWERS DAHLIA PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2123-P,"21"""" 14 FLOWERS DAHLIA PINK",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2124,"21"""" 14 FLOWERS DAHLIA BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2124-P,"21"""" 14 FLOWERS DAHLIA BLUE",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2125,"23"""" 7 FLOWERS LILLY WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2125-P,"23"""" 7 FLOWERS LILLY WHITE",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2126,"36"""" 5 FLOWERS CALLA LILLY PNK",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2126-P,"36"""" 5 FLOWERS CALLA LILLY PNK",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2127,"15"""" 9 FLOWERS ROSE WHT/PCH",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2127-P,"15"""" 9 FLOWERS ROSE WHT/PCH",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2128,"15"""" 9 FLOWERS ROSE RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2128-P,"15"""" 9 FLOWERS ROSE RED",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2129,"34"""" 27 LEAVES EUCALYPTUS MED",Gemex Program,C72,0,8.40E+11,10.00,1.00,
SG-2129-P,"34"""" 27 LEAVES EUCALYPTUS MED",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2130,6 FLOWERS 216 PETALS HYDREANGE,Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2130-P,6 FLOWERS 216 PETALS HYDREANGE,Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2131,"19""""  EUCALYPTUS 64 LEAVES LT",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2131-P,"19""""  EUCALYPTUS 64 LEAVES LT",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2132,"20"""" 5 HEAD HYDRANGEA 400 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2132-P,"20"""" 5 HEAD HYDRANGEA 400 PETA",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2133,"18"""" 5 HEADS SUNFLOWERS WHITE",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2133-P,"18"""" 5 HEADS SUNFLOWERS WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2134,"18"""" 5 HEADS SUNFLOWERS YELLOW",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2134-P,"18"""" 5 HEADS SUNFLOWERS YELLOW",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2135,"42"""" SINGLE SUNFLOWER WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2135-P,"42"""" SINGLE SUNFLOWER WHITE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2136,"42"""" SINGLE SUNFLOWER YELLOW",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2136-P,"42"""" SINGLE SUNFLOWER YELLOW",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2137,"17"""" 9 FLOWERS ROSE WHT",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2137-P,"17"""" 9 FLOWERS ROSE WHT",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2138,"17"""" 9 FLOWERS ROSE RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2138-P,"17"""" 9 FLOWERS ROSE RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2140,"45"""" 183 FLOWERS WISTERIA RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2141,"45"""" 183 FLOWERS WISTERIA PURP",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2142,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2142-P,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2143,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2143-P,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2144,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2144-P,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2145,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2145-P,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2146,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2146-P,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2147,"44"""" EUCALYPTUS 55 LEAVES LT A",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2147-P,"44"""" EUCALYPTUS 55 LEAVES LT A",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2148,"36"""" 35 MONEY LEAVES GREEN",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2148-P,"36"""" 35 MONEY LEAVES GREEN",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2149,"32"""" 80 LEAVES BRANCH GREEN",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2149-P,"32"""" 80 LEAVES BRANCH GREEN",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2150,"21"""" 5 BRANCHES GREENERY",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2150-P,"21"""" 5 BRANCHES GREENERY",Gemex Program,C24,0,8.40E+11,10.00,1.00,
